x,y
0.0,0.0
1.0,1.0
0.62,0.6145566122063789
0.74,0.719831182976202
1.06,0.9710970069046235
0.36,0.3775428645194091
0.89,0.9171712313003854
0.4,0.503360131747615
0.46,0.5417950640872148
0.75,0.8389659514197719
0.4,0.5704555173777954
0.63,0.465305641091439
0.3,0.33230268949501085
0.46,0.424087037918094
0.39,0.4194366264798127
0.42,0.5319688296762292
0.77,0.6832653051756795
0.54,0.57342785048971
0.15,0.14710783115376336
0.41,0.4148930534205816
0.34,0.45805890254471227
0.76,0.6330903972739327
0.54,0.6417086857281925
0.31,0.4602631383464636
0.98,0.9501399507698155
0.18,0.20704972641580588
0.74,0.7018042753348143
0.28,0.28794259932737865
0.7,0.6529990122487966
1.01,0.8889908857983203
0.37,0.15182354935911013
0.67,0.7589506255344235
0.73,0.6580948617509897
0.42,0.4065040368880434
0.79,0.6662917428048752
0.53,0.543880736650222
0.28,0.3855156508355281
0.76,0.6923332850935525
0.33,0.33440164704328146
0.63,0.6935936474059409
0.42,0.5145880236751191
0.99,0.8902211958627501
0.4,0.3703048412386002
0.42,0.5264114703854244
0.87,0.7700554796196647
0.92,0.9561848186548
0.93,0.7833669514686463
0.3,0.3401486054209789
0.57,0.5385479043901521
0.58,0.5994697051315768
0.46,0.47472905786347985
0.8,0.7793271922702504
0.79,0.8353933334186993
0.8,0.7790818560605027
0.34,0.4297959057982569
0.16,0.03925503734699254
0.33,0.35290775567092647
0.33,0.3299597435003646
0.56,0.6453363064662231
0.93,0.7341289357818296
0.77,0.6793736554030866
0.33,0.3647377492497782
0.39,0.41230922385975666
0.79,0.7356341336821602
0.82,0.7221512272287681
0.63,0.5249621221047557
0.62,0.6666349165911504
0.77,0.763374926359854
0.78,0.7530736215164963
0.98,0.9536877520711636
0.82,0.6912189714355833
0.55,0.4819644427213584
0.3,0.3656612583792539
0.47,0.5498363522655488
0.79,0.869733468187628
0.9,0.9899714647787571
0.56,0.5663878159521533
0.42,0.4659083590180947
0.26,0.24100188025789981
0.24,0.2015957576031996
0.43,0.3974978592097772
0.28,0.24842201204257697
0.92,0.7824744047433311
0.58,0.6022822306317247
0.52,0.6050701736177176
0.36,0.40073958910319496
0.39,0.34605031027178745
0.67,0.5529572690017363
0.66,0.6340947928300974
0.19,0.10574805173195279
0.39,0.4137466352696434
0.68,0.7213605041346384
0.96,0.8193699307299088
0.46,0.5455039201723922
0.9,0.8735319359059966
0.26,0.3186278526536791
0.98,1.08884297409138
0.48,0.48324282208922276
0.24,0.2621102758255939
0.44,0.5631018350695745
0.67,0.6097238569047102
0.36,0.3846328292630249
0.28,0.3650217278497353
0.79,0.8915585539820535
0.94,0.9780354172210993
0.38,0.4582884700709139
0.76,0.6728514525265924
0.49,0.4050063975481054
0.53,0.5905129702755284
0.57,0.6116729872638503
0.46,0.330623155041995
0.69,0.7246667756425632
0.77,0.7989414331430839
0.51,0.4699575637136745
0.27,0.2059951523709126
0.79,0.8170593348769609
0.35,0.3689203513099223
0.68,0.66248954182324
0.96,0.8095745046107515
0.43,0.23391944570906864
0.45,0.49980232500702304
0.7,0.7762759529697801
0.28,0.3814517471218922
0.97,0.9219102103376772
0.82,0.7707841662248717
0.89,0.8691908602446153
0.9,0.8384904450253862
0.78,0.7810226681935718
0.3,0.29391756715526063
0.44,0.48720971571071436
0.56,0.5471090974333125
0.2,0.14817491140369532
0.32,0.3362938488963839
0.88,0.865231426909619
0.87,0.755952027817998
1.05,0.922747553390583
0.79,0.8677745502315656
0.51,0.5085846183590169
0.66,0.6400516197394689
0.51,0.35812933766446753
0.7,0.7295857809651183
0.54,0.5339604022619181
0.61,0.5704129398531871
0.15,-0.02707236266963997
0.85,0.802263719781538
0.24,0.25147117399804364
0.68,0.6134106192365311
0.41,0.32236996371774984
0.49,0.48655049026818153
0.85,0.7835124058146624
0.75,0.6707115685189212
0.91,0.8703025802584344
0.68,0.664607314406141
0.9,0.7692673334807024
0.69,0.6414898078482492
0.71,0.6647122660909895
0.3,0.33057962692588705
0.97,1.078408693820473
0.22,0.18064386358984275
0.78,0.7881665042228599
0.55,0.5601053240699537
0.62,0.6464739276126595
0.49,0.4857700219509008
0.7,0.604918380306224
0.9,0.7051235070753409
0.65,0.7126573461874012
0.36,0.438021920250773
0.87,1.0283080829567148
0.22,0.11356463606864386
0.61,0.6362580160577341
0.39,0.4598144604659288
0.38,0.4503668025906201
0.42,0.45633926798954916
0.92,0.8591779547045638
0.21,0.2651317421048761
0.87,0.7965883833856436
0.36,0.48932153004362056
0.74,0.713232997955276
0.25,0.30706963683125343
0.73,0.8874573038922252
0.25,0.2169319261506436
0.15,0.03047157295113101
0.65,0.6129858973164014
0.36,0.3863033896291507
0.36,0.4827217178365141
0.38,0.5085105219814979
0.24,0.2702795565189492
0.41,0.4591078131706473
0.9,0.9257081996583617
0.33,0.3419595278739834
0.38,0.4249896738153808
0.32,0.3939424653499991
0.5,0.5816729014658547
0.33,0.3706792624347447
1.02,0.9583931597957808
0.44,0.5920649656012428
0.12,-0.09016749516059386
0.73,0.6878001004738913
0.81,0.8456913194697494
0.8,0.7241803650270656
0.68,0.7415782243922605
0.71,0.6936037515138663
0.42,0.5385671199489513
0.63,0.6167489000245704
0.87,1.0083409021050174
0.32,0.45472734432707596
0.9,0.8546622250735508
0.66,0.6028068410994459
0.73,0.7505361748670608
0.89,0.8001728902084576
0.74,0.6817332976785938
0.45,0.6087576226204764
0.68,0.6302644562685616
0.28,0.3286273007344006
0.97,0.7785598654124434
0.77,0.5805182037742261
0.31,0.25984227100079116
0.95,1.098673178216258
0.58,0.5955521567622185
0.66,0.7667894624565351
0.51,0.5492369419979896
0.78,0.6717693790093465
0.36,0.45968328964239025
0.26,0.236548307013822
0.32,0.3367954076529168
0.8,0.7816065759811975
0.55,0.5675039607259139
0.25,0.3282239611635772
0.66,0.5604770073871409
0.24,0.22971264286143855
0.33,0.4060520471696224
0.77,0.7995512180391672
0.24,0.22212286307879714
0.59,0.45840750501180294
0.84,0.7464609571798612
0.78,0.7369602058493095
0.69,0.6623368061670677
0.86,0.8298361403262057
0.48,0.19760406619288295
0.94,1.0903416431421804
0.78,0.708203337380995
0.73,0.6549273607875913
0.81,0.8017599177103266
0.36,0.5258414588242047
0.51,0.3744984144888607
0.32,0.31631678682253817
0.2,0.17815461790164977
0.43,0.32730716185547826
0.56,0.6940121850527815
0.5,0.5495103529530986
1.06,1.0358541774784826
0.27,0.36527356214233697
0.42,0.5489650457927159
0.8,0.7649569800917805
0.71,0.6388142205879684
0.84,0.9156785238676429
0.32,0.3308134954595362
0.87,0.853985789316346
0.31,0.44311318305084824
0.88,0.7446260606228347
0.76,0.6718192084471634
0.29,0.25861921132786014
0.81,0.8055454096846196
0.47,0.5524973861291761
0.49,0.516435863348543
0.59,0.37725333878842326
0.79,0.7561635932155563
0.41,0.5128843717798356
0.4,0.3739821296813789
0.3,0.34809407034173623
0.24,0.28220728121426186
0.31,0.30475929690918113
0.46,0.4867006921227658
0.69,0.5881562535096153
0.87,1.1415616470181846
0.63,0.5659464392347774
0.85,0.856023933633114
0.67,0.7094423497367816
0.35,0.37958648082401203
0.32,0.4305402479298964
0.84,0.8058383018954789
0.93,0.8646634322193757
0.96,0.825991525422879
0.32,0.3964837794452004
0.68,0.6493690900415562
0.39,0.4681878044928608
0.68,0.7148037128452261
0.3,0.36537884274383947
0.82,0.8448731612618406
0.3,0.32640428698415624
0.36,0.4210934786305357
0.99,0.8034622596841904
0.46,0.43366483040531867
0.87,0.7917788105431184
0.77,0.7962582179377359
0.46,0.5020351299928102
0.57,0.6800074630557434
0.49,0.49083147600713295
0.63,0.5321041010831588
0.52,0.5429353513521568
0.68,0.6855754269085224
0.52,0.478253939268504
0.45,0.5270491493423807
1.01,1.0020598488756343
0.88,1.1009506676340757
0.78,0.7077282146170174
0.89,0.9011771342882314
0.89,0.9196014126478241
0.5,0.5503991570210905
0.21,0.07317473796931984
0.75,0.6938080480663716
0.74,0.7048496015422919
0.66,0.695799257401095
1.08,1.0668633220249846
0.21,0.1307186735900695
0.58,0.5692131340790031
0.85,0.7709586691578524
0.28,0.3819512601789997
0.78,0.767517180059048
0.46,0.47891541762088086
0.81,0.9045747918987624
0.28,0.29962803155286244
